의도,문장,답변,연령대,성별,지역,인원수,월,음식종류,구매주기,상품목록,계절,연령대,성별,지역,인원수,월,음식종류,구매주기,상품목록,계절
추천,5인 이상에서 인기 있는 메뉴는?,"5인 이상에서 인기 TOP3 메뉴로 ‘[푸드어셈블] K-투움바 파스타 밀키트 (2인)’, ‘[맥시칸] 허니버터 치킨 2종 (택1)’, ‘[두수고방] 현미 연잎밥’를 추천합니다.",,,,5인 이상,,,,"[푸드어셈블] K-투움바 파스타 밀키트 (2인), [맥시칸] 허니버터 치킨 2종 (택1), [두수고방] 현미 연잎밥",,,,,5인 이상,,,,,
트렌드,가을 소비 트렌드는?,가을의 소비자들은 맛과 간편함을 모두 추구하는 경향이 강해지고 있습니다.,,,,,,,,,가을,,,,,,,,,가을
추천,남성에서 무엇이 좋을까?,"남성에서 인기 TOP3 메뉴로 ‘[풀무원] 뿌먹핫도그 4개입’, ‘[1+1][바람의 핫도그] 청양 테이스티 400g (100gX4개입)’, ‘[라이틀리] 곤약 브리또 & 곤약 소떡소떡 6종 (택1)’를 추천합니다.",,남성,,,,,,"[풀무원] 뿌먹핫도그 4개입, [1+1][바람의 핫도그] 청양 테이스티 400g (100gX4개입), [라이틀리] 곤약 브리또 & 곤약 소떡소떡 6종 (택1)",,,남성,,,,,,,
추천,경남에서 추천해줘,"경남에서는 ‘[존쿡 델리미트] 부어스첸 핫도그 50g x 6개’, ‘[추천레시피] 오트밀로 만드는 미역죽&계란참치죽 7종 (택1)’, ‘[멘야하나비] 마제소바 2인분’가 만족도가 높아요.",,,경남,,,,,"[존쿡 델리미트] 부어스첸 핫도그 50g x 6개, [추천레시피] 오트밀로 만드는 미역죽&계란참치죽 7종 (택1), [멘야하나비] 마제소바 2인분",,,,경남,,,,,,
트렌드,전남 어떤 변화가 있나요?,"전남에서 간편식, 밀키트의 수요가 점점 늘어나는 추세예요.",,,전남,,,,,,,,,전남,,,,,,
추천,1인에서 잘 팔리는 상품은?,"1인에서 요즘 자주 찾는 메뉴는 ‘[맘마밀] 안심이유식 퓨레 6개월 3종 (택1)’, ‘[하남돼지집] 매콤 두부 콩나물 불고기’, ‘[컴포트잇츠이너프] 클래식 보리밀 350g’입니다.",,,,1인,,,,"[맘마밀] 안심이유식 퓨레 6개월 3종 (택1), [하남돼지집] 매콤 두부 콩나물 불고기, [컴포트잇츠이너프] 클래식 보리밀 350g",,,,,,,,,,
추천,인천에서 추천해줘,"인천에서 자주 주문되는 메뉴는 ‘[마켓오네이처] 오! 그래놀라 카카오 300g’, ‘[담꽃] 팥칼국수 (2인분)’, ‘[우주인피자] 통통 옥수수 피자’예요.",,,인천,,,,,"[마켓오네이처] 오! 그래놀라 카카오 300g, [담꽃] 팥칼국수 (2인분), [우주인피자] 통통 옥수수 피자",,,,인천,,,,,,
추천,1월에서 추천해줘,"1월에서 한 끼 해결하기 좋은 메뉴로 ‘[올바르고 반듯한] 더블치즈 불고기 딥디쉬 시카고 피자’, ‘[맛의고수] 대파품은 바삭 야채튀김 (2개입)’, ‘[쮸즈] 탄탄면’를 추천드려요.",,,,,1월,,,"[올바르고 반듯한] 더블치즈 불고기 딥디쉬 시카고 피자, [맛의고수] 대파품은 바삭 야채튀김 (2개입), [쮸즈] 탄탄면",,,,,,1월,,,,
추천,울산에서 인기 있는 메뉴는?,"‘[하림] 용가리치킨 볼 소이갈릭 450g’, ‘[빕스] 감바스 뇨끼’, ‘[하코야] 시원칼칼 어묵탕 KIT’ 메뉴가 울산에서 많은 사랑을 받고 있어요.",,,울산,,,,,"[하림] 용가리치킨 볼 소이갈릭 450g, [빕스] 감바스 뇨끼, [하코야] 시원칼칼 어묵탕 KIT",,,,울산,,,,,,
추천,50대에서 인기 있는 메뉴는?,"50대에서 자주 주문되는 메뉴는 ‘[삼립] 스크램블 더블 치즈 버거 (3입)’, ‘[샐러드판다] 카프레제 치아바타 샌드위치’, ‘[동원] 개성 왕 새우 만두 315g*2’예요.",50대,,,,,,,"[삼립] 스크램블 더블 치즈 버거 (3입), [샐러드판다] 카프레제 치아바타 샌드위치, [동원] 개성 왕 새우 만두 315g*2",,50대,,,,,,,,
트렌드,3인 어떤 변화가 있나요?,3인에서는 한식뿐 아니라 다양한 메뉴의 인기도 꾸준히 증가하고 있습니다.,,,,3인,,,,,,,,,3인,,,,,
트렌드,강원 특징이 있나요?,"강원에서 간편식, 밀키트의 수요가 점점 늘어나는 추세예요.",,,강원,,,,,,,,,강원,,,,,,
추천,전북에서 인기 있는 메뉴는?,"전북에서는 ‘[원에이커팜] 친환경 허브 샐러드 5종 (택1)’, ‘[밥이야] 밥맛좋은밥 라이트 3입 6종 (택1) (냉동)’, ‘[미미네] 어묵많이 눈꽃치즈 국물떡볶이’가 만족도가 높아요.",,,전북,,,,,"[원에이커팜] 친환경 허브 샐러드 5종 (택1), [밥이야] 밥맛좋은밥 라이트 3입 6종 (택1) (냉동), [미미네] 어묵많이 눈꽃치즈 국물떡볶이",,,,전북,,,,,,
추천,경기에서 인기 있는 메뉴는?,"경기에서는 ‘[에머이] 소고기 쌀국수 키트 (2인분)’, ‘[광화문 미진] 메밀 고기 손만두’, ‘[죠스떡볶이] 껍질없는 슬라이스 누드순대’가 만족도가 높아요.",,,경기,,,,,"[에머이] 소고기 쌀국수 키트 (2인분), [광화문 미진] 메밀 고기 손만두, [죠스떡볶이] 껍질없는 슬라이스 누드순대",,,,경기,,,,,,
추천,밀키트에서 추천해줘,"이용자 고객님들께 ‘[진가네반찬] 추억의 도시락 반찬 세트’, ‘[성수동분식] 떡볶이용 모둠튀김 430g’, ‘[경주미정당] 눈감고도뚝딱 가래떡 쌀떡볶이’를 추천합니다.",,,,,,밀키트,,"[진가네반찬] 추억의 도시락 반찬 세트, [성수동분식] 떡볶이용 모둠튀김 430g, [경주미정당] 눈감고도뚝딱 가래떡 쌀떡볶이",,,,,,,밀키트,,,
추천,봄에서 잘 팔리는 상품은?,"봄 고객님들께 ‘[새니테리엄] 위트빅스 오리지널 1.2kg’, ‘[마이하노이] 매운 고기폭탄 쌀국수’, ‘[풀무원] 메밀지짐만두 400g X 2개입’를 추천합니다.",,,,,,,,"[새니테리엄] 위트빅스 오리지널 1.2kg, [마이하노이] 매운 고기폭탄 쌀국수, [풀무원] 메밀지짐만두 400g X 2개입",봄,,,,,,,,,봄
추천,밀키트에서 추천해줘,"이용자에서 인기있는 메뉴로 ‘[오스테리아 샘킴] 부라타치즈 토마토 파스타’, ‘[올바르고 반듯한] 베러 고추튀김’, ‘[맥시칸] 갈릭양념 치킨 2종 (택1)’를 추천드려요.",,,,,,밀키트,,"[오스테리아 샘킴] 부라타치즈 토마토 파스타, [올바르고 반듯한] 베러 고추튀김, [맥시칸] 갈릭양념 치킨 2종 (택1)",,,,,,,밀키트,,,
추천,충북에서 추천해줘,"충북 고객님들께 ‘[부침명장] 계란옷 입은 고기완자 400g’, ‘[서촌 영화루] 짜장면 2인분’, ‘[고래주방] 바지락듬뿍 어묵꼬치 전골’를 추천합니다.",,,충북,,,,,"[부침명장] 계란옷 입은 고기완자 400g, [서촌 영화루] 짜장면 2인분, [고래주방] 바지락듬뿍 어묵꼬치 전골",,,,충북,,,,,,
추천,여름에서 잘 팔리는 상품은?,"여름에서 트렌디하게 즐기는 메뉴로 ‘[풀무원] 칡냉면 (2인)’, ‘[샐러드판다] 그레인 볼 샐러드 4종’, ‘[어게인리프레쉬] 샐러드 8종 (택1, 리뉴얼)’를 추천합니다.",,,,,,,,"[풀무원] 칡냉면 (2인), [샐러드판다] 그레인 볼 샐러드 4종, [어게인리프레쉬] 샐러드 8종 (택1, 리뉴얼)",여름,,,,,,,,,여름
트렌드,12월 소비 트렌드는?,요즘 2월에선 다양한 카테고리의 인기가 높아지고 있습니다.,,,,,12월,,,,,,,,,12월,,,,
트렌드,호남권 특징이 있나요?,"호남권에서는 건강식, 다이어트, 프리미엄 메뉴에 대한 관심이 높아요.",,,,,,,,,,,,,,,,,,
추천,30대에서 잘 팔리는 상품은?,"30대에서 요즘 가장 많이 찾는 메뉴는 ‘[정지선의 티엔미미] 비빔새우완탕면’, ‘[자연담은]저당오트밀450g’, ‘[한반] 살얼음동동 김치말이국수’예요.",30대,,,,,,,"[정지선의 티엔미미] 비빔새우완탕면, [자연담은]저당오트밀450g, [한반] 살얼음동동 김치말이국수",,30대,,,,,,,,
추천,경북에서 잘 팔리는 상품은?,"경북 고객님들께 ‘[탄단지] 현미 다이어트 도시락 5종’, ‘[팡마니] 샌드위치 3종’, ‘[탄단지] 세끼 뚝딱 도시락 3종 세트 시즌2’를 추천합니다.",,,경북,,,,,"[탄단지] 현미 다이어트 도시락 5종, [팡마니] 샌드위치 3종, [탄단지] 세끼 뚝딱 도시락 3종 세트 시즌2",,,,경북,,,,,,
추천,인천에서 추천해줘,"인천에서 인기있는 메뉴로 ‘[팔당원조칼제비] 시원칼제비’, ‘[햇반] 찰잡곡밥 210g*36입’, ‘[CJ] 가쓰오우동 2인분+튀김우동 2인분’를 추천드려요.",,,인천,,,,,"[팔당원조칼제비] 시원칼제비, [햇반] 찰잡곡밥 210g*36입, [CJ] 가쓰오우동 2인분+튀김우동 2인분",,,,인천,,,,,,
추천,대경권에서 무엇이 좋을까?,"대경권 고객님들께 ‘[엄마의정성] 구수해 누룽지 2종 (국내산)’, ‘[동원] 딤섬 부채교 283g*2’, ‘[창화당] 김치궁중만두’를 추천합니다.",,,,,,,,"[엄마의정성] 구수해 누룽지 2종 (국내산), [동원] 딤섬 부채교 283g*2, [창화당] 김치궁중만두",,,,,,,,,,
추천,대경권에서 인기 있는 메뉴는?,"대경권에서 ‘[오뚜기]옛날국수_강황소면 900G’, ‘[튀김공방] 고구마튀김’, ‘[마니커F&G] 옛날통닭 바사삭 치킨윙 400g’ 메뉴가 특히 인기가 많아요.",,,,,,,,"[오뚜기]옛날국수_강황소면 900G, [튀김공방] 고구마튀김, [마니커F&G] 옛날통닭 바사삭 치킨윙 400g",,,,,,,,,,
트렌드,부산 소비 트렌드는?,"부산에서는 계절별, 연령별로 선호 메뉴에 차이가 있어요.",,,부산,,,,,,,,,부산,,,,,,
추천,1인에서 인기 있는 메뉴는?,"1인 고객님들께 ‘[켈로그] 아몬드 푸레이크 시리얼 1.2kg’, ‘[프레시지] 듬뿍담은 얼큰 칼제비’, ‘[진실된손맛] 우렁이 옛날 된장찌개’를 추천합니다.",,,,1인,,,,"[켈로그] 아몬드 푸레이크 시리얼 1.2kg, [프레시지] 듬뿍담은 얼큰 칼제비, [진실된손맛] 우렁이 옛날 된장찌개",,,,,,,,,,
추천,2인에서 잘 팔리는 상품은?,"2인에서 한 끼 해결하기 좋은 메뉴로 ‘[메디쏠라] 저당관리 식단 도시락 9종 (택1)’, ‘[식사이론] 동파육 청경채 만두 315g’, ‘[석관동 떡볶이] 석관동 모듬튀김’를 추천드려요.",,,,2인,,,,"[메디쏠라] 저당관리 식단 도시락 9종 (택1), [식사이론] 동파육 청경채 만두 315g, [석관동 떡볶이] 석관동 모듬튀김",,,,,,,,,,
추천,여성에서 잘 팔리는 상품은?,"여성에서 요즘 자주 찾는 메뉴는 ‘[소반옥] 사골 떡 만둣국 (2인분)’, ‘[우주인피자] 통통 옥수수 피자’, ‘[그라놀로지] 하루 그래놀라 10개입’입니다.",,여성,,,,,,"[소반옥] 사골 떡 만둣국 (2인분), [우주인피자] 통통 옥수수 피자, [그라놀로지] 하루 그래놀라 10개입",,,여성,,,,,,,
트렌드,경기 특징이 있나요?,"경기에서는 건강식, 다이어트, 프리미엄 메뉴에 대한 관심이 높아요.",,,경기,,,,,,,,,경기,,,,,,
트렌드,대전 특징이 있나요?,대전에서 최근 간편식/밀키트 소비가 꾸준히 늘고 있습니다.,,,대전,,,,,,,,,대전,,,,,,
추천,다이어트에서 추천해줘,"다이어트에서 추천드릴 만한 메뉴는 ‘[그래놀라 하우스] 봄한정 벚꽃 딸기 에디션 300g’, ‘[온더고] 간편 미식 덮밥 도시락 4종 (택1)’, ‘[콜린스 다이닝] 문어감자 샐러드’예요.",,,,,,,,"[그래놀라 하우스] 봄한정 벚꽃 딸기 에디션 300g, [온더고] 간편 미식 덮밥 도시락 4종 (택1), [콜린스 다이닝] 문어감자 샐러드",,,,,,,,,,
트렌드,혼자 소비 트렌드는?,혼자에서는 가격대와 양을 모두 고려한 실속 메뉴에 대한 선호가 두드러집니다.,,,,혼자,,,,,,,,,,,,,,
트렌드,가을 소비 트렌드는?,"가을에서 간편식, 밀키트의 수요가 점점 늘어나는 추세예요.",,,,,,,,,가을,,,,,,,,,가을
추천,충북에서 무엇이 좋을까?,"‘[마이셰프] 전주식 해장 콩나물국밥’, ‘[톰볼라] 닭가슴살 버섯 크림 리조또’, ‘[매일] 어메이징 오트 그래놀라 (30g x 10개입)’ 메뉴가 충북에서 많은 사랑을 받고 있어요.",,,충북,,,,,"[마이셰프] 전주식 해장 콩나물국밥, [톰볼라] 닭가슴살 버섯 크림 리조또, [매일] 어메이징 오트 그래놀라 (30g x 10개입)",,,,충북,,,,,,
추천,4인에서 인기 있는 메뉴는?,"4인에서는 ‘[하루한킷] 양념순대볶음’, ‘김치듬뿍 한돈 제육볶음’, ‘[맛있게 한끼] 국산콩 콩물 1000mL’가 만족도가 높아요.",,,,4인,,,,"[하루한킷] 양념순대볶음, 김치듬뿍 한돈 제육볶음, [맛있게 한끼] 국산콩 콩물 1000mL",,,,,,,,,,
추천,가을에서 잘 팔리는 상품은?,"가을에서 인기있는 메뉴로 ‘[KART] 통안심살이 통통 치킨텐더’, ‘[금룡각] 마라탕’, ‘[김구원선생] 두부 김치 콩나물국’를 추천드려요.",,,,,,,,"[KART] 통안심살이 통통 치킨텐더, [금룡각] 마라탕, [김구원선생] 두부 김치 콩나물국",가을,,,,,,,,,가을
추천,인천에서 무엇이 좋을까?,"인천에서 인기있는 메뉴로 ‘[우주인피자] 청양 페퍼로니’, ‘[호밍스] 부산식곱창전골’, ‘[툭툭누들타이] 랭쎕’를 추천드려요.",,,인천,,,,,"[우주인피자] 청양 페퍼로니, [호밍스] 부산식곱창전골, [툭툭누들타이] 랭쎕",,,,인천,,,,,,
추천,여름에서 무엇이 좋을까?,"여름에서 ‘[홍신애] 평양냉면’, ‘[콜린스 다이닝] 슈퍼 곡물 샐러드’, ‘[청정원] 매콤새콤쫄면 2인분’ 메뉴가 특히 인기가 많아요.",,,,,,,,"[홍신애] 평양냉면, [콜린스 다이닝] 슈퍼 곡물 샐러드, [청정원] 매콤새콤쫄면 2인분",여름,,,,,,,,,여름
추천,전북에서 추천해줘,"전북에서 먹기 좋은 메뉴로는 ‘[툭툭누들타이] 갈비 쌀국수’, ‘[켈로그] 에너지바K 4개입 2종 (택1)’, ‘[그리팅키즈] 치킨 망고 카레 소스’가 있습니다.",,,전북,,,,,"[툭툭누들타이] 갈비 쌀국수, [켈로그] 에너지바K 4개입 2종 (택1), [그리팅키즈] 치킨 망고 카레 소스",,,,전북,,,,,,
트렌드,6월 소비 트렌드는?,6월에서 최근 간편식/밀키트 소비가 꾸준히 늘고 있습니다.,,,,,6월,,,,,,,,,6월,,,,
추천,동남권에서 무엇이 좋을까?,"동남권 고객님들이 즐겨 찾는 메뉴로 ‘[2개 사면 50%][고메] 크리스피 핫도그 400g(80gX5개입)’, ‘[동원] 딤섬 부채교 283g*2’, ‘[톰볼라] 쉬림프 바질 크림 파스타’를 추천해요.",,,,,,,,"[2개 사면 50%][고메] 크리스피 핫도그 400g(80gX5개입), [동원] 딤섬 부채교 283g*2, [톰볼라] 쉬림프 바질 크림 파스타",,,,,,,,,,
트렌드,3월 특징이 있나요?,"3월에서는 계절별, 연령별로 선호 메뉴에 차이가 있어요.",,,,,3월,,,,,,,,,3월,,,,
추천,2월에서 추천해줘,"2월의 베스트셀러 메뉴는 ‘[라비퀸] 오리지널 떡볶이’, ‘[제이키친] 궁중 떡볶이 (쌀떡)’, ‘[전주 베테랑] 메밀 소바 (2인분)’입니다.",,,,,2월,,,"[라비퀸] 오리지널 떡볶이, [제이키친] 궁중 떡볶이 (쌀떡), [전주 베테랑] 메밀 소바 (2인분)",,,,,,2월,,,,
추천,대전에서 잘 팔리는 상품은?,"대전에서 트렌디하게 즐기는 메뉴로 ‘[빽쿡] 백종원의 매콤 콩나물 불고기’, ‘[한성] 프리미엄 김밥세트S’, ‘[헤이밀] 비건 만두 4종(택1)’를 추천합니다.",,,대전,,,,,"[빽쿡] 백종원의 매콤 콩나물 불고기, [한성] 프리미엄 김밥세트S, [헤이밀] 비건 만두 4종(택1)",,,,대전,,,,,,
트렌드,한식 소비 트렌드는?,한식에서는 최근 1인 가구를 위한 상품의 인기도 높아지고 있습니다.,,,,,,,,,,,,,,,,,,
추천,4월에서 무엇이 좋을까?,"4월에서 자주 주문되는 메뉴는 ‘[올바르고 반듯한] 베러 고추튀김’, ‘[마이하노이] 고기폭탄쌀국수’, ‘[비비고] 쌀떡볶이 575g’예요.",,,,,4월,,,"[올바르고 반듯한] 베러 고추튀김, [마이하노이] 고기폭탄쌀국수, [비비고] 쌀떡볶이 575g",,,,,,4월,,,,
추천,9월에서 추천해줘,"9월의 베스트셀러 메뉴는 ‘[풀무원] 즉석 해물 칼국수 2인분’, ‘[나가타니엔] 후리카케 볶음밥 양념 4종’, ‘[1+1][바람의 핫도그] 치즈&포크 400g (100gX4개입)’입니다.",,,,,9월,,,"[풀무원] 즉석 해물 칼국수 2인분, [나가타니엔] 후리카케 볶음밥 양념 4종, [1+1][바람의 핫도그] 치즈&포크 400g (100gX4개입)",,,,,,9월,,,,
트렌드,7월 어떤 변화가 있나요?,7월에서는 최근 건강식에 대한 선호도가 뚜렷하게 보입니다.,,,,,7월,,,,,,,,,7월,,,,
추천,대전에서 추천해줘,"대전에서 자주 주문되는 메뉴는 ‘[그리팅] 땅콩레드 닭강정 200g’, ‘[햇반] 백미밥 210g X 36입 (박스)’, ‘[오마뎅] 어묵파 오뎅떡볶이’예요.",,,대전,,,,,"[그리팅] 땅콩레드 닭강정 200g, [햇반] 백미밥 210g X 36입 (박스), [오마뎅] 어묵파 오뎅떡볶이",,,,대전,,,,,,
트렌드,울산 어떤 변화가 있나요?,"울산에서는 최근 프리미엄 메뉴, 고단백·저칼로리 메뉴에 대한 관심도 높아요.",,,울산,,,,,,,,,울산,,,,,,
추천,1인에서 무엇이 좋을까?,"1인에서 요즘 가장 많이 찾는 메뉴는 ‘[풀무원] 로스팅 돈코츠라멘 4입’, ‘[정지선의 티엔미미] 토마토탕면’, ‘[새니테리엄] 위트빅스 오리지널 1.2kg’예요.",,,,1인,,,,"[풀무원] 로스팅 돈코츠라멘 4입, [정지선의 티엔미미] 토마토탕면, [새니테리엄] 위트빅스 오리지널 1.2kg",,,,,,,,,,
추천,대경권에서 추천해줘,"대경권에서 인기 TOP3 메뉴로 ‘[모두의맛집] 소문난 원조 조방낙지 낙곱새’, ‘[시골보쌈과 감자옹심이] 옹심이 들깨 수제비(2인분)’, ‘[하린이네주꾸미] 왕주꾸미 볶음 700g (냉동)’를 추천합니다.",,,,,,,,"[모두의맛집] 소문난 원조 조방낙지 낙곱새, [시골보쌈과 감자옹심이] 옹심이 들깨 수제비(2인분), [하린이네주꾸미] 왕주꾸미 볶음 700g (냉동)",,,,,,,,,,
